id	filename	md5	size	state
3f00f9df-d179-4593-ab33-3cad920f5463	6c16047c-68f3-4023-bc90-6d54cad76b07_wxs_gdc_realn.bam	8fcbf86195a8c0ca3cd7af7ce697dd59	43246622476	released
78f06847-6d38-4269-a077-46a6d939b137	c0e28603-7204-416d-ba3d-5377a38f677d_wxs_gdc_realn.bam	8f667827a10c6f30e3a033715f25d57a	27426546846	released
c3bf707b-cba9-473d-981b-98e62f5ebde1	1a0367d6-1237-454c-a4b0-4fa53782303e_wxs_gdc_realn.bam	fb85d5db579264a23611a2731a99af05	26284023136	released
df911fb5-09fd-4991-91a9-d4ad42f8a856	6cc23233-3e06-4b8e-9c48-de62e5c49ebf_wxs_gdc_realn.bam	476915597daade552cc8a524bd867c8e	29338228174	released
f453a89c-5f6c-452d-bc6b-018ac416ff10	96bd68cb-5d8e-4de1-88ca-5f30fbdde036_wxs_gdc_realn.bam	edb80a6a05462078c37e2b2f4fea9722	41832737245	released
e7f0d3a1-6ad1-4c0b-8b14-4f4d3cdcd3d4	6cd200bc-7468-4a2f-aab4-51e803c2418b_wxs_gdc_realn.bam	67c284fb4ccec76bc83c78b6f62d8226	16388069873	released
f04a7be5-c67c-47c7-b49d-8d9a772efb6a	a47debc7-700e-4c64-a9b3-1113609a1ddf_wxs_gdc_realn.bam	01c4e4101f4bfaa8ddc2f3d09d7def7c	17220487563	released
758317ea-ba90-4e9f-aa47-f77bc88ab377	2c93a5a8-8c37-4295-b566-cb15edd464a4_wxs_gdc_realn.bam	1cc6e4005ee94b4b7086914b238d8fdc	20643417188	released
5c084ce5-d005-4e30-a818-701ad0c42796	d7121c44-3327-411d-a772-ce8d49e3c031_wxs_gdc_realn.bam	7acdb84de7b5954db1e729aed9201d20	28140796506	released
ad523526-7c6f-4e00-baf8-bbb52d61dd18	d0c0df14-6f67-493b-8793-e3b0f53342cc_wxs_gdc_realn.bam	1b18005d4f82064ca5cc66eb3ab0a377	25913053435	released
8645482a-68da-4c90-915c-0b7bd002d69d	a36b2e09-a18e-4b92-ba23-cb501698161c_wxs_gdc_realn.bam	a6198395f59a7ec88442a7c5c8d90616	16141237271	released
dd7b8b44-ed53-4886-839b-8795b2ad7460	84a1a8d2-54c6-4771-9092-27c5f7fc4e5c_wxs_gdc_realn.bam	6a3b8fc977c094edf69f4be4e8c3953a	16446118223	released
66c3c766-980e-4011-8c38-e46db8532098	ad14b81f-1cae-41a1-9cd8-965e0b003f82_wxs_gdc_realn.bam	eeb8699cef462c705c99824e6cfa049d	30659241823	released
ed307afb-42f7-4f6a-8c17-a7eff5e7375c	ccca4bdb-ecc3-478a-ab84-47822fc05435_wxs_gdc_realn.bam	0706a85bd9630d8cbc703435525ee66b	43049958244	released
5675bd81-32e3-4c01-a1ce-5baaaa890a88	135f3b77-1474-40d8-87a1-15939136e8cd_wxs_gdc_realn.bam	0653843c3d633d323b291da2802c6824	30595887596	released
c189b1ed-9da3-494f-80d4-069d3acc8390	543454fe-3924-4a76-8c1d-527e6e1c2937_wxs_gdc_realn.bam	d8aa42c12e0f256e4865eb8f2fb0b5d3	41080042157	released
ed8ca625-2376-4e97-ba0c-f5783ce76d9a	39a321cd-dbdf-474b-aead-6e69795470e0_wxs_gdc_realn.bam	20c1df3058d0889b9f7330122e1bbb22	52142855353	released
b0417381-a1cb-4689-a197-0d070350b45a	96763149-a8b5-4c0c-be31-e2d40512c5b9_wxs_gdc_realn.bam	5d55c543dd0c042730b1c3f5cc578043	42011736652	released
289b3972-1052-4842-9689-b915a1b772f5	d1d37af8-d2c3-4825-8e47-1a2e52e3acbb_wxs_gdc_realn.bam	75616cdbaae57650d5c54658f0335c17	30039878174	released
9b8c455f-0e35-4176-894e-b43ccdb55eed	7f4d9a43-84db-47f3-b579-2ff98bd05afb_wxs_gdc_realn.bam	bacf4a3e4cad5f76b895b20862e85ac5	16624138953	released
5f393533-2535-4f94-b2a7-ec98c080d200	2ddf2fa6-7871-49fb-be2c-8fce6f8e41ed_wxs_gdc_realn.bam	ea3c2047c51f180c7a596e432afcf11b	15225874262	released
b400bec7-0228-4746-b45d-c36e5540fe2a	c2ab2f01-3744-434a-b5b6-0f22599c9a17_wxs_gdc_realn.bam	c8b6e4f17e2d36be751fca2cdf02624e	28602082825	released
7cbbdf65-6cdf-41d0-9bba-95e65c3ea2a4	555a615b-6bd4-45d0-8766-35b8571fef2b_wxs_gdc_realn.bam	00b2ac63dac63fc6b25a4f6f209f77b8	20585592381	released
fc21e753-e0f2-41b6-9f68-2263f806a21e	22eb9dc5-8d5e-4158-8edc-12ff62a612be_wxs_gdc_realn.bam	c6cbcea204e77550d6bf4a25475bde98	27956963627	released
5aa8783b-7fb7-4b95-b9d7-7a046efa4b5c	7096085b-cd5b-4cd1-8957-a6adcf7e818a_wxs_gdc_realn.bam	f4c0333b7889770481a8af5a4ca9307a	11211742055	released
82db1ba1-b5cb-4eaf-b54e-9ae256ae9002	31031387-393f-4bf9-ba87-cfe7330afc13_wxs_gdc_realn.bam	7403c674c80629deff88dbce264a3345	29128577464	released
a83c9693-d47b-451c-9154-6817ea75cbfa	6f3c0a0c-a35a-406d-876d-d846e966f5c0_wxs_gdc_realn.bam	257da481e580af6a8de9b4689a5ef626	16562226774	released
aed310e9-fbfe-4c96-9592-530204e204a6	7d4a9b35-928d-449a-b3fe-048a736bd437_wxs_gdc_realn.bam	314d3ad69e8200320cfaabb7b27d6de0	22942104635	released
8f6a0165-2533-4038-8a82-134bc97eef0c	703104ed-f51f-4431-be13-5d4b3d542b46_wxs_gdc_realn.bam	f0388933e44385eb9af987f2d4289bdf	16166275629	released
2823c346-764b-4f6a-a242-d40f60d6d9f7	11980286-4f68-4660-88d1-949a55304a45_wxs_gdc_realn.bam	31da73ecfa82367c1b19e171ba220561	22500942145	released
987ac10e-fa49-41db-986f-d29ea45b05b3	a931e3ac-8aaf-4116-90c3-be31ac74b649_wxs_gdc_realn.bam	61fea9f9cf681240a73ac7b3b3f38156	22035216916	released
54206754-9644-4b54-af07-70c266e48a73	ed088c23-e2ca-491b-94c0-9a5b66a1bd88_wxs_gdc_realn.bam	2f818a7e2fb234b78e3c5817f6814945	35059947623	released
6246fcf5-e2d1-496c-a37c-a98ba81dbd2b	72d43166-f6e6-45a4-9356-28e6c7c5e954_wxs_gdc_realn.bam	49c4a054e4c688f45c085e7fe3037f4c	25377366938	released
4828a33e-2b65-475d-a0fe-ba5f0895e378	59e3ea16-775d-4126-848e-544e14a1c892_wxs_gdc_realn.bam	bc0c435af118f2c0e10128348327d34a	47807159249	released
4ba40443-4b9e-4c67-8f14-c9da99cc2735	b3e4e1aa-108b-46d9-9724-6e9b4adf7129_wxs_gdc_realn.bam	a3a535149944509c12761015257dda0f	32373854373	released
bc4805ca-a496-41f6-ac45-3127ef4ca36d	5ea7625d-1eb6-45d7-add0-a91070f4ebcb_wxs_gdc_realn.bam	a2ad4474fcb40e61cd5ee4576dc5ffa5	35025458020	released
783a1276-162b-4069-9af7-2558aa4af0e4	acf4697e-e118-46c4-827a-76e2e4ab0124_wxs_gdc_realn.bam	58ff7006f0354724c27a7e7d713e56b1	18946855933	released
8c872570-1fdf-47e1-a004-ae947a02f0ad	c07945e8-8133-4237-9d1f-18c023bc9d2c_wxs_gdc_realn.bam	fafe95287a5ba910fb7030a1367e1b69	22754490993	released
7c6c1b4e-48e8-4b48-8c65-1e1cc3863960	05cc3865-125d-4c09-b63a-b177ff676e78_wxs_gdc_realn.bam	a4cf797add603fac6ae7b1d929c510f6	35438170695	released
f0428ce5-8198-4dad-b50b-4e8f7cf20fe2	3594f41b-31e2-48ef-8ac8-27c0be8dc743_wxs_gdc_realn.bam	96a8216fafa659d031e7815db3e72878	45345795422	released
34fb958e-ca34-48cf-b9cc-641264635bbe	696dff10-52f1-4ab8-8d28-7b33864e1cea_wxs_gdc_realn.bam	105183f5611f05eaa0ea48a7d33d2dcb	29934487949	released
e3ca4fa7-c8c1-4b5b-868a-d9e617e636b8	03c9042a-0206-4f12-b444-62f435140e8d_wxs_gdc_realn.bam	8ff30a08a6eaa71150ec14cb21554c9d	36893061806	released
1de56f64-db80-451c-8e2e-79e16b80ab31	be250c13-93c8-4e95-b0b9-c6a4fce00090_wxs_gdc_realn.bam	d31e3279b12f9429787b2d46fe69a15a	30688834957	released
c0a532d5-76ce-4dd4-a77d-b6eb12320a3a	96e16b66-2582-47e7-a107-858bf7cbf242_wxs_gdc_realn.bam	4fe5a98963c097a0bf531933c6fdff9f	20797027531	released
0683e84a-be89-44ea-aaf0-19c8d57fd510	6d436195-d34a-4f6a-83ca-217c4489b212_wxs_gdc_realn.bam	7b6692e36522fbc124ff66e2f289eb0a	31535218127	released
11ac2363-c685-47c2-981e-b493389b0055	61497c42-78f2-43d4-b2ab-2b1e655271a8_wxs_gdc_realn.bam	cda4dc8e7139c5280c5de11dbd8151d7	40564958301	released
13faff47-9249-47c7-8041-2728c68f191a	37304384-692f-46f7-8e4e-d8aaba14f020_wxs_gdc_realn.bam	95d360b2da8189467dea0f1349b7102b	23580862294	released
e83e7428-8b03-4cfb-9482-47f6858ba962	7f73a3eb-cc5d-415f-bbf8-11869e62daf9_wxs_gdc_realn.bam	7d4ae5a187f96e8556c57968d0f3e887	19984758517	released
